file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,vul_label,cntx_len,exact_match,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,scaled_first_token_var,neg_exact_match,masked_line_token_length,new_score
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,1917,1887,1947,if ((offset + length) > (info->valid_end - info->valid_start)) {,"if (ptr_offset_overflows(info->offset_base, offset) ||","	if (ptr_offset_overflows(info->offset_base, offset) ||
			ptr_offset_overflows(info->offset_base + offset, length) ||
			info->offset_base + offset < info->valid_start ||
			info->offset_base + offset + length > info->valid_end) {",0.6005859375,"[[12, 361, 313, 7414, 29918, 10289, 29918, 2262, 29879, 29898, 3888, 976, 10289, 29918, 3188, 29892, 9210, 29897, 3830, 13, 12, 12, 12, 7414, 29918, 10289, 29918, 2262, 29879, 29898, 3888, 976, 10289, 29918, 3188, 718, 9210, 29892, 3309, 29897, 3830, 13, 12, 12, 12, 3888, 976, 10289, 29918, 3188, 718, 9210, 529, 5235, 976, 3084, 29918, 2962, 3830, 13, 12, 12, 12, 3888, 976, 10289, 29918, 3188, 718, 9210, 718, 3309, 1405, 5235, 976, 3084, 29918, 355, 29897, 426, 32010, 2]]","[-0.019252341240644455, -0.3403981626033783, -0.06133625656366348, -0.2594418227672577, -2.145764938177308e-06, -0.0004111875023227185, -5.364403477869928e-06, -3.3378546504536644e-06, -1.9073468138230965e-06, -0.0007545484695583582, -0.014804737642407417, -0.00012408917245920748, -0.010419612750411034, -4.768370445162873e-07, -8.344646857949556e-07, -0.005149079021066427, -0.0013065143721178174, -0.2859964370727539, -0.4260921776294708, -0.6020944714546204, -0.0027004939038306475, -0.11343862861394882, -0.18102873861789703, -0.49633699655532837, -3.0517112463712692e-05, -0.0001951265730895102, -2.610649426060263e-05, -1.537788011773955e-05, -3.814689989667386e-06, -0.006479090079665184, -0.061524707823991776, -0.0006598440813831985, -0.19327828288078308, -3.576278118089249e-07, -3.3378546504536644e-06, -0.1007905974984169, -0.0006200536736287177, -0.002299523912370205, -0.0021827223245054483, -0.3462419807910919, -0.009150473400950432, -0.0024045384488999844, -0.0030696913599967957, -0.0011466125724837184, -0.0028981848154217005, -0.43473055958747864, -9.536697689327411e-06, -0.13871274888515472, -5.960462772236497e-07, -2.622600959512056e-06, -0.010154254734516144, -0.002049014437943697, -0.7270631194114685, -0.0007796823629178107, -8.821448318485636e-06, -0.0001003691868390888, 0.0, -0.00021371940965764225, -0.015101625584065914, -0.02221275493502617, -0.001759410952217877, -0.00043025295599363744, -0.0012307934230193496, -0.036529578268527985, -4.887569048150908e-06, -0.03869727998971939, -7.152555099310121e-07, -2.0265558760002023e-06, -0.0009086770587600768, -0.0014254419365897775, -0.03891928493976593, -0.0008329259580932558, -0.037772037088871, -0.00024768622824922204, -3.4570634852570947e-06, -2.276871418871451e-05, -4.768370445162873e-07, -0.00030858523678034544, -0.04775302857160568, -0.030001139268279076, -0.3402200937271118, 0.0]",11.781206130981444,1,30,False,31,69,15,-1.0181186824632213,True,21,2.373864908245905
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,1920,1890,1950,return info->offset_base + offset;,return info->offset_base + offset;,"	return info->offset_base + offset;
}
static inline char *exif_offset_info_get(
		const exif_offset_info *info, size_t offset, size_t length) {
	char *ptr = exif_offset_info_try_get(info, offset, length);
	ZEND_ASSERT(ptr);
	return ptr;",0.08868408203125,"[[12, 2457, 5235, 976, 10289, 29918, 3188, 718, 9210, 29936, 13, 29913, 13, 7959, 10583, 1373, 334, 735, 361, 29918, 10289, 29918, 3888, 29918, 657, 29898, 13, 12, 12, 3075, 429, 361, 29918, 10289, 29918, 3888, 334, 3888, 29892, 2159, 29918, 29873, 9210, 29892, 2159, 29918, 29873, 3309, 29897, 426, 13, 12, 3090, 334, 7414, 353, 429, 361, 29918, 10289, 29918, 3888, 29918, 2202, 29918, 657, 29898, 3888, 29892, 9210, 29892, 3309, 416, 13, 12, 29999, 11794, 29918, 22933, 20161, 29898, 7414, 416, 13, 12, 2457, 23246, 29936, 32010, 2]]","[-0.13627129793167114, -0.6239675283432007, -0.12917010486125946, -0.0004418112221173942, -0.023307988420128822, -4.529942543740617e-06, -5.245195097813848e-06, -0.016433602198958397, -0.003128636162728071, -0.003983658738434315, -0.34254390001296997, -0.002920768689364195, -0.0005511910421773791, -0.3644702732563019, -0.030777091160416603, -0.4063931703567505, -0.012763241305947304, -0.005523775238543749, -2.4914430468925275e-05, -1.2159273865108844e-05, -0.00983629934489727, -0.00022301571152638644, -0.01770501397550106, -3.707340147229843e-05, -0.22813548147678375, -0.12493664771318436, -0.1357816457748413, -0.0007250064518302679, -0.0016877705929800868, -0.014477094635367393, -0.0005259322933852673, -1.1920928244535389e-07, -3.576278118089249e-07, -4.088794958079234e-05, -9.536738616588991e-07, -6.437280717364047e-06, -0.0005185451591387391, -0.0013388964580371976, -0.0003152588615193963, -0.015646200627088547, -8.22540732769994e-06, -6.079655122448457e-06, -0.002148583298549056, -0.012994960881769657, -0.0057448516599833965, -1.311301275563892e-06, -1.5497195136049413e-06, -0.0055889771319925785, -0.03090955689549446, -0.013550209812819958, -0.00023278864682652056, -0.06953653693199158, -0.19392961263656616, -0.0032025498803704977, -0.5937343239784241, -0.17253907024860382, -0.04558700695633888, -4.768370445162873e-07, -3.576278118089249e-07, -1.7762025890988298e-05, -3.576278118089249e-07, -3.933898824470816e-06, -2.3841855067985307e-07, -4.875540980719961e-05, -2.264974000354414e-06, -9.536738616588991e-07, -0.0004015354788862169, -0.000337305391440168, -1.966933996300213e-05, -0.00029130507027730346, -0.00013183678674977273, -0.00026663561584427953, -0.00030501006403937936, -0.000763244170229882, -0.04971872642636299, -0.6351840496063232, -0.0008005275158211589, -2.264974000354414e-06, -0.0007945717661641538, -0.0002836778585333377, -0.030312171205878258, -0.006246922072023153, -0.6370666027069092, -0.05389195680618286, -0.3512813150882721, -0.07361398637294769, -0.002616198966279626, -0.000619696278590709, -0.37752148509025574, 0.0]",13.830677032470703,1,30,True,11,73,11,-1.0716433033028583,False,9,0.8975359332909905
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,2939,2909,2969,if (maker_note->offset >= value_len) {,if (i==sizeof(maker_note_array)/sizeof(maker_note_type)) {,"	if (i==sizeof(maker_note_array)/sizeof(maker_note_type)) {
		return true;
	}
	if (maker_note->offset > value_len) {",0.2734375,"[[12, 361, 313, 29875, 1360, 17921, 29898, 28107, 29918, 6812, 29918, 2378, 6802, 17921, 29898, 28107, 29918, 6812, 29918, 1853, 876, 426, 13, 12, 12, 2457, 1565, 29936, 13, 12, 29913, 13, 12, 361, 313, 28107, 29918, 6812, 976, 10289, 1405, 995, 29918, 2435, 29897, 426, 32010, 2]]","[-0.13184094429016113, -0.1998823881149292, -0.5934171676635742, -0.9408872127532959, -0.6551154851913452, -0.00691769365221262, -0.00021073981770314276, -0.0007431129342876375, -7.152555099310121e-07, -0.0001578206429257989, -0.00034731553751043975, -0.00015293381875380874, -0.0012031705118715763, -9.798523387871683e-05, -0.00011574551899684593, -0.0013848486123606563, -1.4305104514278355e-06, -0.0005221195751801133, -0.00010561384988250211, -0.0010010951664298773, -0.05624080449342728, -0.2392660677433014, -0.01820182055234909, -0.68461012840271, -0.001578276976943016, -0.9288305044174194, -0.3454850912094116, -0.00020382710499688983, -0.13915428519248962, -0.001634453423321247, -0.002506688004359603, -0.009468764998018742, -0.20544947683811188, -0.6211029291152954, -0.2691650390625, -0.5720546841621399, -8.344646857949556e-07, -1.6212332411669195e-05, -0.0023855105973780155, -0.15357470512390137, -1.027847409248352, -0.055843155831098557, -8.344646857949556e-07, -8.487341256113723e-05, -0.05373968183994293, -0.0015519729349762201, -0.258187860250473, 0.0]",13.212945938110352,1,30,False,16,45,26,-1.0552207539223173,True,13,2.0353583412176444
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,2970,2940,3000,},},"	}
	if (NumDirEntries > 1000) {
		exif_error_docref(""exif_read_data#error_ifd"" EXIFERR_CC, ImageInfo, E_WARNING, ""Illegal IFD size: 0x%04X > 1000"", NumDirEntries);
		return false;
	}
	/* Check for loop */
	if (exif_process_IFD_in_IFD(ImageInfo, dir_start, info, displacement, section_index, maker_note->tag_table)) {
		return false;
	}
	/* Process IFD */",0.0007705688476562,"[[12, 29913, 13, 12, 361, 313, 8009, 9170, 5292, 2722, 1405, 29871, 29896, 29900, 29900, 29900, 29897, 426, 13, 12, 12, 735, 361, 29918, 2704, 29918, 1514, 999, 703, 735, 361, 29918, 949, 29918, 1272, 29937, 2704, 29918, 361, 29881, 29908, 8528, 6545, 21662, 29918, 4174, 29892, 7084, 3401, 29892, 382, 29918, 29956, 25614, 29892, 376, 14126, 12018, 10762, 29928, 2159, 29901, 29871, 29900, 29916, 29995, 29900, 29946, 29990, 1405, 29871, 29896, 29900, 29900, 29900, 613, 11848, 9170, 5292, 2722, 416, 13, 12, 12, 2457, 2089, 29936, 13, 12, 29913, 13, 12, 5515, 5399, 363, 2425, 3776, 13, 12, 361, 313, 735, 361, 29918, 5014, 29918, 6545, 29928, 29918, 262, 29918, 6545, 29928, 29898, 2940, 3401, 29892, 4516, 29918, 2962, 29892, 5235, 29892, 12272, 9552, 29892, 4004, 29918, 2248, 29892, 2136, 261, 29918, 6812, 976, 4039, 29918, 2371, 876, 426, 13, 12, 12, 2457, 2089, 29936, 13, 12, 29913, 13, 12, 5515, 10554, 10762, 29928, 3776, 32010, 2]]","[-0.0014925779541954398, -0.0007702721050009131, -0.26975953578948975, -0.3403572738170624, -1.5127302408218384, -0.2182113081216812, -0.657895028591156, -0.0003343261778354645, -1.5616295058862306e-05, -5.722029527532868e-06, -1.079332709312439, -0.7959452867507935, -0.831123948097229, -0.31853243708610535, -0.2937335968017578, -0.645847737789154, -0.46290117502212524, -0.012300700880587101, -0.09454740583896637, -0.030188070610165596, -0.0037330954801291227, -0.20075397193431854, -4.768370445162873e-07, -3.4570634852570947e-06, -0.02423192746937275, -7.795983401592821e-05, -0.0004932855372317135, -1.7523612768854946e-05, -0.5000163912773132, -0.0013685394078493118, -3.111314072157256e-05, -5.745722592109814e-05, -0.0017363247461616993, -1.0013530300057027e-05, -0.0005797850899398327, -0.009143858216702938, -0.00856157299131155, -0.0009390473715029657, -0.009449752978980541, -0.0003082277253270149, -0.00482834130525589, -0.0007781338645145297, -8.344646857949556e-07, -2.288792165927589e-05, -1.5497195136049413e-06, -9.775113539944869e-06, -0.00015722469834145159, -0.001043133088387549, -8.344646857949556e-07, -7.009260298218578e-05, -0.0003694805200211704, -3.814689989667386e-06, -0.13891631364822388, -5.483612312673358e-06, -0.0006989181856624782, -0.008551998995244503, -0.5322281122207642, -0.004701393656432629, -0.39777153730392456, -4.625213477993384e-05, -0.6336700916290283, -0.11871232837438583, -0.2944839894771576, -0.17728985846042633, -0.0004766043566633016, -0.0026856327895075083, -0.007797162514179945, -0.004830595105886459, -0.005696610081940889, -1.131643295288086, -0.011532781645655632, -0.010887740179896355, -0.0014515112852677703, -0.002829003380611539, -0.003185557434335351, -0.10137803852558136, -0.00859147496521473, -4.172316494077677e-06, -4.529942543740617e-06, -1.0728830375228426e-06, -0.005402607377618551, -0.0016079128254204988, -0.0027327120769768953, -0.006873652338981628, -0.01655859872698784, -0.008686613291501999, -5.07818695041351e-05, -0.0037817880511283875, -0.0006403064471669495, -0.00018618757894728333, -0.4205406904220581, -0.5449310541152954, -1.4386531114578247, -2.421936511993408, -0.967070460319519, -2.141023874282837, -0.6056872010231018, -0.03682146593928337, -0.03470311686396599, -0.6871333718299866, -0.24667619168758392, -1.6578036546707153, -0.000291662581730634, -0.00014935807848814875, -1.2247624397277832, -0.013693442568182945, -0.011986960656940937, -0.0002040654799202457, -0.00761037552729249, -0.06564012914896011, -0.00011955977242905647, -0.7184831500053406, -3.0636318115284666e-05, -0.011277856305241585, -0.11080358922481537, -2.6464111215318553e-05, -0.0009347598534077406, -0.393267422914505, -0.00036840804386883974, -0.0014083001296967268, -0.5423253774642944, -1.0618858337402344, -0.01601557806134224, -0.2516269087791443, -1.2874520507466514e-05, -0.23161472380161285, -0.3363622725009918, -4.0411134250462055e-05, -0.0004444326623342931, -0.29564666748046875, -1.1474043130874634, -5.566918844124302e-05, -0.00013147920253686607, -0.0022348209749907255, -0.2741301953792572, -0.20791028439998627, -0.003417011583223939, -0.0016337393317371607, -0.7937154173851013, -0.05047477409243584, -0.012532527558505535, -0.04836496338248253, -0.002917202888056636, -0.22887678444385529, -0.4538121819496155, -0.00010609064338495955, -0.007900655269622803, -0.00041368984966538846, -0.0009551253751851618, -0.3072977364063263, -0.3050228953361511, -0.5041019916534424, -2.116224765777588, -1.3725659847259521, -0.000592890428379178, -0.40529462695121765, -0.40796568989753723, 0.0]",10.394954681396484,1,30,True,2,74,2,-1.0168400119297463,False,1,0.948855912487395
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,3630,3600,3660,if (!data) {,if (!ImageInfo->Thumbnail.data || !ImageInfo->Thumbnail.size) {,"
	if (!ImageInfo->Thumbnail.data || !ImageInfo->Thumbnail.size) {",0.8388671875,"[[13, 12, 361, 5384, 2940, 3401, 976, 1349, 21145, 29889, 1272, 3830, 1738, 2940, 3401, 976, 1349, 21145, 29889, 2311, 29897, 426, 32010, 2]]","[-0.195916086435318, -0.23613500595092773, -0.13650688529014587, -0.5358529090881348, -0.4227510988712311, -6.437280717364047e-06, -0.07926853746175766, -0.044139012694358826, -2.0265373677830212e-05, -0.008222300559282303, -0.12213914096355438, -0.7062199115753174, -0.3877870440483093, -0.009072745218873024, -4.768370445162873e-07, -2.47952248173533e-05, -0.01602848246693611, -2.6225699912174605e-05, -0.00034231049357913435, -0.0045006172731518745, -0.046632714569568634, -0.0036241819616407156, -0.11685191839933395, 0.0]",12.7529878616333,1,30,False,12,29,29,-1.0431563183344392,True,5,2.1206120465336373
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,3657,3627,3687,marker = c;,marker = c;,		marker = c;,0.174072265625,"[[12, 12, 22976, 353, 274, 29936, 32010, 2]]","[-0.07995317131280899, -0.0013959197094663978, -0.45211368799209595, -0.03253526613116264, -0.2071092575788498, -0.011592408642172813, -0.6451216340065002, 0.0]",11.20312213897705,1,30,True,7,7,7,-1.0035105430578597,False,4,1.0752899388421029
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,3659,3629,3689,if (pos+length>=ImageInfo->Thumbnail.size) {,if (length < 2 || pos+length > ImageInfo->Thumbnail.size) {,"		if (length < 2 || pos+length > ImageInfo->Thumbnail.size) {
			return false;
		}
		if (marker == M_SOS) {
			/* Reached the image data, which we ignore */",0.212890625,"[[12, 12, 361, 313, 2848, 529, 29871, 29906, 3830, 926, 29974, 2848, 1405, 7084, 3401, 976, 1349, 21145, 29889, 2311, 29897, 426, 13, 12, 12, 12, 2457, 2089, 29936, 13, 12, 12, 29913, 13, 12, 12, 361, 313, 22976, 1275, 341, 29918, 29903, 3267, 29897, 426, 13, 12, 12, 12, 5515, 830, 3791, 278, 1967, 848, 29892, 607, 591, 11455, 3776, 32010, 2]]","[-0.05887629836797714, -0.0022475477308034897, -0.3564591407775879, -0.07453808933496475, -0.8195042014122009, -0.28326916694641113, -0.01417061872780323, -0.030842747539281845, -0.5539886951446533, -0.5553295612335205, -0.34344831109046936, -0.008589701727032661, -0.9834741353988647, -0.030635129660367966, -1.9430925021879375e-05, -4.029192859889008e-05, -0.0007284610182978213, -2.7656173188006505e-05, -4.029192859889008e-05, -0.0003688847064040601, -0.06351467221975327, -0.01479710265994072, -0.6763661503791809, -0.08722927421331406, -0.0001280225842492655, -0.0014253228437155485, -0.7505007386207581, -0.002118011936545372, -0.00011991735664196312, -0.0861142948269844, -0.0009838269324973226, -5.1377883210079744e-05, -0.001780949649401009, -0.012837388552725315, -0.052586473524570465, -0.0007769426447339356, -0.448180228471756, -0.11707483977079391, -0.6858090758323669, -0.42928820848464966, -0.06166134402155876, -4.410734163684538e-06, -0.6043311357498169, -0.00012218205665703863, -0.28520631790161133, -0.10386846214532852, -0.512909471988678, -0.058385469019412994, -0.00018726025882642716, -0.0021707084961235523, -0.9210371375083923, -2.214667320251465, -0.012588445097208023, -0.23087695240974426, -0.3807086646556854, -0.18703295290470123, -0.4355999231338501, -1.145046591758728, -0.026751914992928505, -0.10848163813352585, -0.5708297491073608, -0.2780085802078247, 0.0]",10.050241470336914,1,30,False,22,45,28,-1.0256408340992889,True,15,2.184271459858638
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,3679,3649,3709,/* handle SOFn block */,case M_SOF16:,"			case M_SOF16:
			case M_SOF17:
				/* Start Of Frame */",0.94140625,"[[12, 12, 12, 4878, 341, 29918, 6156, 29943, 29896, 29953, 29901, 13, 12, 12, 12, 4878, 341, 29918, 6156, 29943, 29896, 29955, 29901, 13, 12, 12, 12, 12, 5515, 7370, 4587, 12218, 3776, 32010, 2]]","[-0.016806555911898613, -0.0003526780928950757, -0.00023648326168768108, -0.15090343356132507, -0.002082205144688487, -2.0146166207268834e-05, -0.22168776392936707, -0.5853829383850098, -0.003707798197865486, -0.5635229349136353, -0.0008393579046241939, -0.003990544937551022, -0.004648830275982618, -2.90866428258596e-05, -0.00020644917094614357, -0.009043565951287746, -0.00018189683032687753, -1.645074735279195e-05, -0.001791897346265614, -0.0003692421887535602, -0.0004642124113161117, -8.856858039507642e-05, -0.0004060635983478278, -0.1547899842262268, -0.036822155117988586, -0.000614216027315706, -0.0033673509024083614, -0.4701092839241028, -1.2447301149368286, -0.9712579250335693, -0.3708338439464569, -0.001864482183009386, -1.005321979522705, -0.38284432888031006, 0.0]",10.028326034545898,1,30,False,2,10,5,-1.026202922211411,True,6,2.0759861762579703
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,3710,3680,3740,if (ImageInfo->FileSize >= dir_offset+2) {,if (ImageInfo->FileSize < 8) {,"
	if (ImageInfo->FileSize < 8) {
		exif_error_docref(NULL EXIFERR_CC, ImageInfo, E_WARNING, ""File too short to be a valid TIFF"");
		return false;
	}
	php_stream_seek(ImageInfo->infile, 0, SEEK_SET);
	php_stream_read(ImageInfo->infile, (char*)ImageInfo->file.list[0].data, 8);
	if (memcmp(ImageInfo->file.list[0].data, ""II\x2A\x00"", 4) != 0 && memcmp(ImageInfo->file.list[0].data, ""MM\x00\x2A"", 4) != 0",0.501953125,"[[13, 12, 361, 313, 2940, 3401, 976, 2283, 3505, 529, 29871, 29947, 29897, 426, 13, 12, 12, 735, 361, 29918, 2704, 29918, 1514, 999, 29898, 10074, 8528, 6545, 21662, 29918, 4174, 29892, 7084, 3401, 29892, 382, 29918, 29956, 25614, 29892, 376, 2283, 2086, 3273, 304, 367, 263, 2854, 323, 29902, 4198, 1496, 13, 12, 12, 2457, 2089, 29936, 13, 12, 29913, 13, 12, 1961, 29918, 5461, 29918, 344, 1416, 29898, 2940, 3401, 976, 262, 1445, 29892, 29871, 29900, 29892, 3725, 29923, 29968, 29918, 10490, 416, 13, 12, 1961, 29918, 5461, 29918, 949, 29898, 2940, 3401, 976, 262, 1445, 29892, 313, 3090, 7528, 2940, 3401, 976, 1445, 29889, 1761, 29961, 29900, 1822, 1272, 29892, 29871, 29947, 416, 13, 12, 361, 313, 6954, 21058, 29898, 2940, 3401, 976, 1445, 29889, 1761, 29961, 29900, 1822, 1272, 29892, 376, 2687, 29905, 29916, 29906, 29909, 29905, 29916, 29900, 29900, 613, 29871, 29946, 29897, 2804, 29871, 29900, 2607, 2626, 21058, 29898, 2940, 3401, 976, 1445, 29889, 1761, 29961, 29900, 1822, 1272, 29892, 376, 7428, 29905, 29916, 29900, 29900, 29905, 29916, 29906, 29909, 613, 29871, 29946, 29897, 2804, 29871, 29900]]","[-0.5770135521888733, -0.2357868254184723, -0.5069877505302429, -0.2020024210214615, -0.9960933923721313, -0.00015007323236204684, -0.1330973207950592, -0.253167986869812, -0.11339680850505829, -0.7015323042869568, -0.7910650968551636, -0.19279168546199799, -0.2306307852268219, -0.021493365988135338, -0.05347054451704025, -0.08883310854434967, -0.0021699946373701096, -0.498038113117218, -5.960462772236497e-07, -1.6689286894688848e-06, -0.024592215195298195, -0.0002150304353563115, -0.0019675197545439005, -8.821448318485636e-06, -0.022833524271845818, -0.0002619877050165087, -0.00248231110163033, -4.768370445162873e-07, -1.2040065485052764e-05, -1.4305104514278355e-06, -8.49926145747304e-05, -6.770858453819528e-05, -0.0009978797752410173, -8.344646857949556e-07, -0.000446696620201692, -0.0001546025014249608, -5.960462772236497e-07, -0.12962886691093445, -2.861018856492592e-06, -0.0018744770204648376, -0.003924407996237278, -1.1940401792526245, -0.014505410566926003, -0.4931870102882385, -0.8370450735092163, -0.05256498605012894, -0.29956942796707153, -0.3281397819519043, -0.113886259496212, -0.001994883641600609, -5.8412379075889476e-06, -0.7992331981658936, -0.004810189828276634, -0.0057935649529099464, -0.007278828416019678, -0.014593292027711868, -0.02875847928225994, -0.00013171759201213717, -0.007509101182222366, -0.0010746901389211416, -0.000795882020611316, -0.052185673266649246, -0.598574161529541, -0.9234839081764221, -2.861018856492592e-06, -0.0017948722233995795, -9.274052717955783e-05, -0.2386273592710495, -1.5497195136049413e-06, -0.00020597243565134704, -0.00018749863374978304, -3.576278118089249e-07, -1.5497195136049413e-06, -1.7881233361549675e-05, -2.50339189733495e-06, -0.00033802041434682906, -0.572538435459137, -0.08485308289527893, -0.014243838377296925, -0.0019101722864434123, -1.1920928244535389e-07, -5.960462772236497e-07, -2.3841855067985307e-07, -0.009820126928389072, -0.00019095504831057042, -0.27890390157699585, -0.1658979058265686, -1.0922361612319946, -1.311301275563892e-06, -0.0036944961175322533, -4.410734163684538e-06, -0.0065094102174043655, -0.001311395550146699, -0.0001931004080688581, -2.3841855067985307e-07, -1.4305104514278355e-06, -1.597391747054644e-05, -1.7881377516459906e-06, -0.003397290362045169, -0.05014137923717499, -0.0006288696313276887, -0.10948009043931961, -0.09782624989748001, -6.437280717364047e-06, -8.308542601298541e-05, -0.028288794681429863, -0.00010978573118336499, -0.03971630334854126, -0.009070854634046555, -0.30548322200775146, -0.0009788251481950283, -0.0006870055221952498, -0.0032078970689326525, -0.02982146292924881, -0.3046930730342865, -0.00236969324760139, -0.04721906781196594, -0.36089810729026794, -0.33773529529571533, -0.3343653678894043, -0.9094926714897156, -0.0002057340752799064, -0.04322221875190735, -0.03388572484254837, -6.6756979322235566e-06, -1.1205610462639015e-05, -0.0008920027757994831, -1.966933996300213e-05, -0.000129691296024248, -0.00020108585886191577, -0.0015161458868533373, -2.3841574147809297e-05, -1.9430925021879375e-05, -0.11099062860012054, -0.15198209881782532, -0.1593528389930725, -0.6838106513023376, -0.015136382542550564, -0.010743279941380024, -0.4398685395717621, -1.1324817933200393e-05, -0.5168120265007019, -1.3470558769768104e-05, -8.535020606359467e-05, -0.004314993973821402, -0.01473191101104021, -0.000577402301132679, -0.13509170711040497, -0.5173934698104858, -0.004331848584115505, -6.437280717364047e-06, -0.16342341899871826, -0.26661187410354614, -1.2993727978027891e-05, -0.0007459718617610633, -0.00021205084340181202, -7.867782187531702e-06, -1.2874520507466514e-05, -3.6238969187252223e-05, -2.861018856492592e-06, -3.933898824470816e-06, -3.313963316031732e-05, -0.00013207517622504383, -2.264974000354414e-06, -1.5735502529423684e-05, -0.004436649847775698, -0.00114827963989228, -0.00019453064305707812, -0.00019500737835187465, -0.002516557462513447, -0.00014172980445437133, -1.1205610462639015e-05, -0.2521130442619324, -1.6212332411669195e-05, -7.033100700937212e-05, -0.011757953092455864, -0.0003123987407889217, -0.0015337619697675109, -0.00016175392374861985, -0.0015668508131057024, -0.004559122025966644, -0.007784979417920113, -0.00011181206355104223]",11.957967758178713,1,30,False,19,158,16,-1.0226277458676143,True,15,2.207322493974085
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,4354,4324,4384,exif_scan_thumbnail(&ImageInfo);,"zend_argument_value_error(3, ""must be set if width and height are requested"");","			zend_argument_value_error(3, ""must be set if width and height are requested"");
			RETURN_THROWS();",0.9423828125,"[[12, 12, 12, 29920, 355, 29918, 23516, 29918, 1767, 29918, 2704, 29898, 29941, 29892, 376, 21969, 367, 731, 565, 2920, 322, 3171, 526, 13877, 1496, 13, 12, 12, 12, 1525, 29911, 24015, 29918, 4690, 1672, 7811, 890, 32010, 2]]","[-0.043124258518218994, -0.0006192197324708104, -0.0028477851301431656, -0.8240280151367188, -0.0601976215839386, -1.1205610462639015e-05, -0.06487222760915756, -1.6689286894688848e-06, -0.018798058852553368, -2.0861407392658293e-05, -0.0001292145170737058, -0.0021607165690511465, -0.3263747990131378, -0.005876407492905855, -0.010148590430617332, -1.0738168954849243, -0.1756449043750763, -1.4979878664016724, -1.0842840671539307, -2.007847785949707, -0.824111819267273, -0.07088017463684082, -0.28469279408454895, -1.3416308164596558, -0.032666806131601334, -0.39897796511650085, -0.001493292162194848, -0.00010585224663373083, -0.0034789058845490217, -0.38836199045181274, -0.013014494441449642, -0.0005763299996033311, -2.4676019165781327e-05, -0.09740143269300461, -8.106198947643861e-06, -1.6689160474925302e-05, -0.000601349223870784, -0.31455498933792114, 0.0]",10.151535987854004,1,30,False,11,21,14,-1.0230468251357228,True,11,2.1881049540260973
